,word,meaning,source
1304,prisoner,"('A person incarcerated in a prison, while on trial or serving a sentence.',)",https://api.dictionaryapi.dev/api/v2/entries/en/prisoner
1305,private,"('A soldier of the lowest rank in the army.',)",https://api.dictionaryapi.dev/api/v2/entries/en/private
1306,probably,,https://api.dictionaryapi.dev/api/v2/entries/en/probably
1307,problem,,https://api.dictionaryapi.dev/api/v2/entries/en/problem
1308,proceed,"('To move, pass, or go forward or onward; to advance; to carry on',)",https://api.dictionaryapi.dev/api/v2/entries/en/proceed
1309,process,,https://api.dictionaryapi.dev/api/v2/entries/en/process
1310,produce,"('To yield, make or manufacture; to generate.',)",https://api.dictionaryapi.dev/api/v2/entries/en/produce
1311,producer,,https://api.dictionaryapi.dev/api/v2/entries/en/producer
1312,product,"('A commodity offered for sale.',)",https://api.dictionaryapi.dev/api/v2/entries/en/product
1313,production,"('The act of producing, making or creating something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/production
1314,profession,,https://api.dictionaryapi.dev/api/v2/entries/en/profession
1315,professional,"('A person who belongs to a profession',)",https://api.dictionaryapi.dev/api/v2/entries/en/professional
1316,professor,"('The most senior rank for an academic at a university or similar institution, informally also known as ""full professor."" Abbreviated Prof.',)",https://api.dictionaryapi.dev/api/v2/entries/en/professor
1317,profit,,https://api.dictionaryapi.dev/api/v2/entries/en/profit
1318,program,,https://api.dictionaryapi.dev/api/v2/entries/en/program
1319,progress,,https://api.dictionaryapi.dev/api/v2/entries/en/progress
1320,project,,https://api.dictionaryapi.dev/api/v2/entries/en/project
1321,promise,,https://api.dictionaryapi.dev/api/v2/entries/en/promise
1322,promote,,https://api.dictionaryapi.dev/api/v2/entries/en/promote
1323,prompt,,https://api.dictionaryapi.dev/api/v2/entries/en/prompt
1324,proof,,https://api.dictionaryapi.dev/api/v2/entries/en/proof
1325,proper,"('Something set apart for a special use.',)",https://api.dictionaryapi.dev/api/v2/entries/en/proper
1326,properly,,https://api.dictionaryapi.dev/api/v2/entries/en/properly
1327,propose,,https://api.dictionaryapi.dev/api/v2/entries/en/propose
1328,prospect,"('The region which the eye overlooks at one time; view; scene; outlook.',)",https://api.dictionaryapi.dev/api/v2/entries/en/prospect
1329,protect,"('To keep safe; to defend; to guard; to prevent harm coming to.',)",https://api.dictionaryapi.dev/api/v2/entries/en/protect
1330,protection,"('The process of keeping (something or someone) safe.',)",https://api.dictionaryapi.dev/api/v2/entries/en/protection
1331,protest,"('A formal objection, especially one by a group.',)",https://api.dictionaryapi.dev/api/v2/entries/en/protest
1332,proud,,https://api.dictionaryapi.dev/api/v2/entries/en/proud
1333,prove,,https://api.dictionaryapi.dev/api/v2/entries/en/prove
1334,provide,,https://api.dictionaryapi.dev/api/v2/entries/en/provide
1335,provider,,https://api.dictionaryapi.dev/api/v2/entries/en/provider
1336,province,,https://api.dictionaryapi.dev/api/v2/entries/en/province
1337,provision,"('An item of goods or supplies, especially food, obtained for future use.',)",https://api.dictionaryapi.dev/api/v2/entries/en/provision
1338,psychology,,https://api.dictionaryapi.dev/api/v2/entries/en/psychology
1339,public,,https://api.dictionaryapi.dev/api/v2/entries/en/public
1340,publication,"('The act of publishing printed or other matter.',)",https://api.dictionaryapi.dev/api/v2/entries/en/publication
1341,publicity,,https://api.dictionaryapi.dev/api/v2/entries/en/publicity
1342,publish,,https://api.dictionaryapi.dev/api/v2/entries/en/publish
1343,pull,"('An act of pulling (applying force)',)",https://api.dictionaryapi.dev/api/v2/entries/en/pull
1344,punish,"('To cause to suffer for crime or misconduct, to administer disciplinary action.',)",https://api.dictionaryapi.dev/api/v2/entries/en/punish
1345,purchase,"('The acquisition of title to, or property in, anything for a price; buying for money or its equivalent.',)",https://api.dictionaryapi.dev/api/v2/entries/en/purchase
1346,pure,,https://api.dictionaryapi.dev/api/v2/entries/en/pure
1347,purpose,,https://api.dictionaryapi.dev/api/v2/entries/en/purpose
1348,pursue,,https://api.dictionaryapi.dev/api/v2/entries/en/pursue
1349,push,,https://api.dictionaryapi.dev/api/v2/entries/en/push
1350,put,"('A right to sell something at a predetermined price.',)",https://api.dictionaryapi.dev/api/v2/entries/en/put
1351,qualify,,https://api.dictionaryapi.dev/api/v2/entries/en/qualify
1352,quality,,https://api.dictionaryapi.dev/api/v2/entries/en/quality
1353,quarter,,https://api.dictionaryapi.dev/api/v2/entries/en/quarter
1354,quick,,https://api.dictionaryapi.dev/api/v2/entries/en/quick
1355,quickly,,https://api.dictionaryapi.dev/api/v2/entries/en/quickly
1356,quiet,,https://api.dictionaryapi.dev/api/v2/entries/en/quiet
1357,quietly,,https://api.dictionaryapi.dev/api/v2/entries/en/quietly
1358,quit,,https://api.dictionaryapi.dev/api/v2/entries/en/quit
1359,quite,,https://api.dictionaryapi.dev/api/v2/entries/en/quite
1360,quote,,https://api.dictionaryapi.dev/api/v2/entries/en/quote
1361,race,,https://api.dictionaryapi.dev/api/v2/entries/en/race
1362,radio,,https://api.dictionaryapi.dev/api/v2/entries/en/radio
1363,rail,,https://api.dictionaryapi.dev/api/v2/entries/en/rail
1364,raise,,https://api.dictionaryapi.dev/api/v2/entries/en/raise
1365,range,"('A line or series of mountains, buildings, etc.',)",https://api.dictionaryapi.dev/api/v2/entries/en/range
1366,rank,,https://api.dictionaryapi.dev/api/v2/entries/en/rank
1367,rapid,,https://api.dictionaryapi.dev/api/v2/entries/en/rapid
1368,rare,,https://api.dictionaryapi.dev/api/v2/entries/en/rare
1369,rather,"('To prefer; to prefer to.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rather
1370,reach,,https://api.dictionaryapi.dev/api/v2/entries/en/reach
1371,react,,https://api.dictionaryapi.dev/api/v2/entries/en/react
1372,read,,https://api.dictionaryapi.dev/api/v2/entries/en/read
1373,reader,,https://api.dictionaryapi.dev/api/v2/entries/en/reader
1374,reading,,https://api.dictionaryapi.dev/api/v2/entries/en/reading
1375,ready,,https://api.dictionaryapi.dev/api/v2/entries/en/ready
1376,real,,https://api.dictionaryapi.dev/api/v2/entries/en/real
1377,reality,,https://api.dictionaryapi.dev/api/v2/entries/en/reality
1378,realize,,https://api.dictionaryapi.dev/api/v2/entries/en/realize
1379,really,,https://api.dictionaryapi.dev/api/v2/entries/en/really
1380,reason,,https://api.dictionaryapi.dev/api/v2/entries/en/reason
1381,reasonable,,https://api.dictionaryapi.dev/api/v2/entries/en/reasonable
1382,recall,,https://api.dictionaryapi.dev/api/v2/entries/en/recall
1383,receive,,https://api.dictionaryapi.dev/api/v2/entries/en/receive
1384,recent,,https://api.dictionaryapi.dev/api/v2/entries/en/recent
1385,recently,,https://api.dictionaryapi.dev/api/v2/entries/en/recently
1386,recognize,,https://api.dictionaryapi.dev/api/v2/entries/en/recognize
1387,recommend,,https://api.dictionaryapi.dev/api/v2/entries/en/recommend
1388,record,,https://api.dictionaryapi.dev/api/v2/entries/en/record
1389,recover,,https://api.dictionaryapi.dev/api/v2/entries/en/recover
1390,reduce,,https://api.dictionaryapi.dev/api/v2/entries/en/reduce
1391,refer,,https://api.dictionaryapi.dev/api/v2/entries/en/refer
1392,reference,,https://api.dictionaryapi.dev/api/v2/entries/en/reference
1393,reflect,,https://api.dictionaryapi.dev/api/v2/entries/en/reflect
1394,reform,,https://api.dictionaryapi.dev/api/v2/entries/en/reform
1395,refugee,,https://api.dictionaryapi.dev/api/v2/entries/en/refugee
1396,refuse,,https://api.dictionaryapi.dev/api/v2/entries/en/refuse
1397,regard,,https://api.dictionaryapi.dev/api/v2/entries/en/regard
1398,region,,https://api.dictionaryapi.dev/api/v2/entries/en/region
1399,regional,,https://api.dictionaryapi.dev/api/v2/entries/en/regional
1400,register,,https://api.dictionaryapi.dev/api/v2/entries/en/register
1401,regulate,,https://api.dictionaryapi.dev/api/v2/entries/en/regulate
1402,reinforce,,https://api.dictionaryapi.dev/api/v2/entries/en/reinforce
1403,reject,,https://api.dictionaryapi.dev/api/v2/entries/en/reject
1404,relate,,https://api.dictionaryapi.dev/api/v2/entries/en/relate
1405,relation,,https://api.dictionaryapi.dev/api/v2/entries/en/relation
1406,relative,,https://api.dictionaryapi.dev/api/v2/entries/en/relative
1407,relatively,,https://api.dictionaryapi.dev/api/v2/entries/en/relatively
1408,relax,,https://api.dictionaryapi.dev/api/v2/entries/en/relax
1409,release,,https://api.dictionaryapi.dev/api/v2/entries/en/release
1410,relevant,,https://api.dictionaryapi.dev/api/v2/entries/en/relevant
1411,relief,,https://api.dictionaryapi.dev/api/v2/entries/en/relief
1412,religion,,https://api.dictionaryapi.dev/api/v2/entries/en/religion
1413,religious,,https://api.dictionaryapi.dev/api/v2/entries/en/religious
1414,rely,,https://api.dictionaryapi.dev/api/v2/entries/en/rely
1415,remain,,https://api.dictionaryapi.dev/api/v2/entries/en/remain
1416,remaining,,https://api.dictionaryapi.dev/api/v2/entries/en/remaining
1417,remark,,https://api.dictionaryapi.dev/api/v2/entries/en/remark
1418,remember,,https://api.dictionaryapi.dev/api/v2/entries/en/remember
1419,remind,,https://api.dictionaryapi.dev/api/v2/entries/en/remind
1420,remote,,https://api.dictionaryapi.dev/api/v2/entries/en/remote
1421,remove,,https://api.dictionaryapi.dev/api/v2/entries/en/remove
1422,rent,"('A payment made by a tenant at intervals in order to occupy a property.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rent
1423,repair,"('The act of repairing something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/repair
1424,repeat,,https://api.dictionaryapi.dev/api/v2/entries/en/repeat
1425,replace,,https://api.dictionaryapi.dev/api/v2/entries/en/replace
1426,reply,,https://api.dictionaryapi.dev/api/v2/entries/en/reply
1427,report,,https://api.dictionaryapi.dev/api/v2/entries/en/report
1428,reporter,,https://api.dictionaryapi.dev/api/v2/entries/en/reporter
1429,represent,,https://api.dictionaryapi.dev/api/v2/entries/en/represent
1430,representative,"('A delegate.',)",https://api.dictionaryapi.dev/api/v2/entries/en/representative
1431,republic,,https://api.dictionaryapi.dev/api/v2/entries/en/republic
1432,republican,,https://api.dictionaryapi.dev/api/v2/entries/en/republican
1433,reputation,"('What somebody is known for.',)",https://api.dictionaryapi.dev/api/v2/entries/en/reputation
1434,request,"('Act of requesting (with the adposition at in the presence of possessives, and on in their absence).',)",https://api.dictionaryapi.dev/api/v2/entries/en/request
1435,require,,https://api.dictionaryapi.dev/api/v2/entries/en/require
1436,research,"('Diligent inquiry or examination to seek or revise facts, principles, theories, applications, etc.; laborious or continued search after truth.',)",https://api.dictionaryapi.dev/api/v2/entries/en/research
1437,resolve,,https://api.dictionaryapi.dev/api/v2/entries/en/resolve
1438,resource,,https://api.dictionaryapi.dev/api/v2/entries/en/resource
1439,respect,"('An attitude of consideration or high regard',)",https://api.dictionaryapi.dev/api/v2/entries/en/respect
1440,respond,,https://api.dictionaryapi.dev/api/v2/entries/en/respond
1441,response,"('An answer or reply, or something in the nature of an answer or reply.',)",https://api.dictionaryapi.dev/api/v2/entries/en/response
1442,responsibility,,https://api.dictionaryapi.dev/api/v2/entries/en/responsibility
1443,responsible,"('The individual who bears the responsibility for something.',)",https://api.dictionaryapi.dev/api/v2/entries/en/responsible
1444,rest,,https://api.dictionaryapi.dev/api/v2/entries/en/rest
1445,restore,,https://api.dictionaryapi.dev/api/v2/entries/en/restore
1446,restrict,,https://api.dictionaryapi.dev/api/v2/entries/en/restrict
1447,result,,https://api.dictionaryapi.dev/api/v2/entries/en/result
1448,retain,,https://api.dictionaryapi.dev/api/v2/entries/en/retain
1449,retire,,https://api.dictionaryapi.dev/api/v2/entries/en/retire
1450,return,,https://api.dictionaryapi.dev/api/v2/entries/en/return
1451,reveal,,https://api.dictionaryapi.dev/api/v2/entries/en/reveal
1452,revenue,"('The income returned by an investment.',)",https://api.dictionaryapi.dev/api/v2/entries/en/revenue
1453,review,,https://api.dictionaryapi.dev/api/v2/entries/en/review
1454,revolution,,https://api.dictionaryapi.dev/api/v2/entries/en/revolution
1455,rhythm,,https://api.dictionaryapi.dev/api/v2/entries/en/rhythm
1456,rice,,https://api.dictionaryapi.dev/api/v2/entries/en/rice
1457,rich,,https://api.dictionaryapi.dev/api/v2/entries/en/rich
1458,rid,,https://api.dictionaryapi.dev/api/v2/entries/en/rid
1459,ride,"('An instance of riding.',)",https://api.dictionaryapi.dev/api/v2/entries/en/ride
1460,right,,https://api.dictionaryapi.dev/api/v2/entries/en/right
1461,ring,,https://api.dictionaryapi.dev/api/v2/entries/en/ring
1462,rise,,https://api.dictionaryapi.dev/api/v2/entries/en/rise
1463,risk,,https://api.dictionaryapi.dev/api/v2/entries/en/risk
1464,river,,https://api.dictionaryapi.dev/api/v2/entries/en/river
1465,road,,https://api.dictionaryapi.dev/api/v2/entries/en/road
1466,rock,,https://api.dictionaryapi.dev/api/v2/entries/en/rock
1467,role,,https://api.dictionaryapi.dev/api/v2/entries/en/role
1468,roll,"('The act or result of rolling, or state of being rolled.',)",https://api.dictionaryapi.dev/api/v2/entries/en/roll
1469,romantic,,https://api.dictionaryapi.dev/api/v2/entries/en/romantic
1470,roof,,https://api.dictionaryapi.dev/api/v2/entries/en/roof
1471,room,,https://api.dictionaryapi.dev/api/v2/entries/en/room
1472,root,,https://api.dictionaryapi.dev/api/v2/entries/en/root
1473,rough,"('The unmowed part of a golf course.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rough
1474,round,,https://api.dictionaryapi.dev/api/v2/entries/en/round
1475,route,,https://api.dictionaryapi.dev/api/v2/entries/en/route
1476,routine,,https://api.dictionaryapi.dev/api/v2/entries/en/routine
1477,row,,https://api.dictionaryapi.dev/api/v2/entries/en/row
1478,rub,,https://api.dictionaryapi.dev/api/v2/entries/en/rub
1479,rule,"('A regulation, law, guideline.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rule
1480,run,,https://api.dictionaryapi.dev/api/v2/entries/en/run
1481,rural,"('A person from the countryside; a rustic.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rural
1482,rush,"('Any of several stiff plants of the genus Juncus, or the family Juncaceae, having hollow or pithy stems and small flowers, and often growing in marshes or near water.',)",https://api.dictionaryapi.dev/api/v2/entries/en/rush
1483,sad,"('To make melancholy; to sadden or grieve (someone).',)",https://api.dictionaryapi.dev/api/v2/entries/en/sad
1484,safe,,https://api.dictionaryapi.dev/api/v2/entries/en/safe
1485,safety,"('The condition or feeling of being safe; security; certainty.',)",https://api.dictionaryapi.dev/api/v2/entries/en/safety
1486,sail,,https://api.dictionaryapi.dev/api/v2/entries/en/sail
1487,salary,,https://api.dictionaryapi.dev/api/v2/entries/en/salary
1488,same,,https://api.dictionaryapi.dev/api/v2/entries/en/same
1489,sample,,https://api.dictionaryapi.dev/api/v2/entries/en/sample
1490,sand,,https://api.dictionaryapi.dev/api/v2/entries/en/sand
1491,satisfy,"('To do enough for; to meet the needs of; to fulfill the wishes or requirements of.',)",https://api.dictionaryapi.dev/api/v2/entries/en/satisfy
1492,save,,https://api.dictionaryapi.dev/api/v2/entries/en/save
1493,saving,,https://api.dictionaryapi.dev/api/v2/entries/en/saving
1494,say,"('A chance to speak; the right or power to influence or make a decision.',)",https://api.dictionaryapi.dev/api/v2/entries/en/say
1495,scale,,https://api.dictionaryapi.dev/api/v2/entries/en/scale
1496,scan,"('Close investigation.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scan
1497,scare,,https://api.dictionaryapi.dev/api/v2/entries/en/scare
1498,scene,"('The location of an event that attracts attention.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scene
1499,schedule,,https://api.dictionaryapi.dev/api/v2/entries/en/schedule
1500,scheme,"('A systematic plan of future action.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scheme
1501,school,,https://api.dictionaryapi.dev/api/v2/entries/en/school
1502,science,"('A particular discipline or branch of learning, especially one dealing with measurable or systematic principles rather than intuition or natural ability.',)",https://api.dictionaryapi.dev/api/v2/entries/en/science
1503,scientific,"('Of, or having to do with science.',)",https://api.dictionaryapi.dev/api/v2/entries/en/scientific
1504,scientist,,https://api.dictionaryapi.dev/api/v2/entries/en/scientist
1505,scope,,https://api.dictionaryapi.dev/api/v2/entries/en/scope
1506,score,"('The total number of goals, points, runs, etc. earned by a participant in a game.',)",https://api.dictionaryapi.dev/api/v2/entries/en/score
1507,screen,"('A physical divider intended to block an area from view, or provide shelter from something dangerous.',)",https://api.dictionaryapi.dev/api/v2/entries/en/screen
1508,sea,,https://api.dictionaryapi.dev/api/v2/entries/en/sea
1509,search,,https://api.dictionaryapi.dev/api/v2/entries/en/search
1510,season,,https://api.dictionaryapi.dev/api/v2/entries/en/season
1511,seat,,https://api.dictionaryapi.dev/api/v2/entries/en/seat
1512,second,,https://api.dictionaryapi.dev/api/v2/entries/en/second
1513,secondary,"('Any flight feather attached to the ulna (forearm) of a bird.',)",https://api.dictionaryapi.dev/api/v2/entries/en/secondary
1514,secret,,https://api.dictionaryapi.dev/api/v2/entries/en/secret
1515,secretary,,https://api.dictionaryapi.dev/api/v2/entries/en/secretary
1516,section,,https://api.dictionaryapi.dev/api/v2/entries/en/section
1517,sector,,https://api.dictionaryapi.dev/api/v2/entries/en/sector
1518,secure,,https://api.dictionaryapi.dev/api/v2/entries/en/secure
1519,security,,https://api.dictionaryapi.dev/api/v2/entries/en/security
1520,see,,https://api.dictionaryapi.dev/api/v2/entries/en/see
1521,seek,,https://api.dictionaryapi.dev/api/v2/entries/en/seek
1522,seem,,https://api.dictionaryapi.dev/api/v2/entries/en/seem
1523,select,,https://api.dictionaryapi.dev/api/v2/entries/en/select
1524,selection,,https://api.dictionaryapi.dev/api/v2/entries/en/selection
1525,self,,https://api.dictionaryapi.dev/api/v2/entries/en/self
1526,sell,"('An act of selling.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sell
1527,senate,,https://api.dictionaryapi.dev/api/v2/entries/en/senate
1528,senator,,https://api.dictionaryapi.dev/api/v2/entries/en/senator
1529,send,,https://api.dictionaryapi.dev/api/v2/entries/en/send
1530,senior,,https://api.dictionaryapi.dev/api/v2/entries/en/senior
1531,sense,,https://api.dictionaryapi.dev/api/v2/entries/en/sense
1532,sensitive,,https://api.dictionaryapi.dev/api/v2/entries/en/sensitive
1533,sentence,"('The decision or judgement of a jury or court; a verdict.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sentence
1534,separate,,https://api.dictionaryapi.dev/api/v2/entries/en/separate
1535,sequence,"('A set of things next to each other in a set order; a series',)",https://api.dictionaryapi.dev/api/v2/entries/en/sequence
1536,series,,https://api.dictionaryapi.dev/api/v2/entries/en/series
1537,serious,"('Without humor or expression of happiness; grave in manner or disposition',)",https://api.dictionaryapi.dev/api/v2/entries/en/serious
1538,serve,,https://api.dictionaryapi.dev/api/v2/entries/en/serve
1539,service,,https://api.dictionaryapi.dev/api/v2/entries/en/service
1540,session,,https://api.dictionaryapi.dev/api/v2/entries/en/session
1541,set,"('To put (something) down, to rest.',)",https://api.dictionaryapi.dev/api/v2/entries/en/set
1542,settle,,https://api.dictionaryapi.dev/api/v2/entries/en/settle
1543,several,,https://api.dictionaryapi.dev/api/v2/entries/en/several
1544,severe,,https://api.dictionaryapi.dev/api/v2/entries/en/severe
1545,sex,"('A category into which sexually-reproducing organisms are divided on the basis of their reproductive roles in their species.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sex
1546,sexual,"('A species which reproduces by sexual rather than asexual reproduction, or a member of such a species.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sexual
1547,shake,,https://api.dictionaryapi.dev/api/v2/entries/en/shake
1548,shall,,https://api.dictionaryapi.dev/api/v2/entries/en/shall
1549,shame,"(""Uncomfortable or painful feeling due to recognition or consciousness of one's own impropriety or dishonor or something being exposed that should have been kept private."",)",https://api.dictionaryapi.dev/api/v2/entries/en/shame
1550,shape,"('The status or condition of something',)",https://api.dictionaryapi.dev/api/v2/entries/en/shape
1551,share,,https://api.dictionaryapi.dev/api/v2/entries/en/share
1552,she,,https://api.dictionaryapi.dev/api/v2/entries/en/she
1553,sheet,"('A thin bed cloth used as a covering for a mattress or as a layer over the sleeper.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sheet
1554,shell,,https://api.dictionaryapi.dev/api/v2/entries/en/shell
1555,shift,,https://api.dictionaryapi.dev/api/v2/entries/en/shift
1556,shine,,https://api.dictionaryapi.dev/api/v2/entries/en/shine
1557,ship,"('A water-borne vessel generally larger than a boat.',)",https://api.dictionaryapi.dev/api/v2/entries/en/ship
1558,shirt,"('An article of clothing that is worn on the upper part of the body, and often has sleeves, either long or short, that cover the arms.',)",https://api.dictionaryapi.dev/api/v2/entries/en/shirt
1559,shock,,https://api.dictionaryapi.dev/api/v2/entries/en/shock
1560,shoe,"('A protective covering for the foot, with a bottom part composed of thick leather or plastic sole and often a thicker heel, and a softer upper part made of leather or synthetic material. Shoes generally do not extend above the ankle, as opposed to boots, which do.',)",https://api.dictionaryapi.dev/api/v2/entries/en/shoe
1561,shoot,"('The emerging stem and embryonic leaves of a new plant.',)",https://api.dictionaryapi.dev/api/v2/entries/en/shoot
1562,shop,,https://api.dictionaryapi.dev/api/v2/entries/en/shop
1563,shopping,,https://api.dictionaryapi.dev/api/v2/entries/en/shopping
1564,shore,"('Land adjoining a non-flowing body of water, such as an ocean, lake or pond.',)",https://api.dictionaryapi.dev/api/v2/entries/en/shore
1565,short,,https://api.dictionaryapi.dev/api/v2/entries/en/short
1566,shortly,,https://api.dictionaryapi.dev/api/v2/entries/en/shortly
1567,shot,,https://api.dictionaryapi.dev/api/v2/entries/en/shot
1568,should,"('(modal, auxiliary verb, defective) Used before a verb to indicate the simple future tense in the first person singular or plural.',)",https://api.dictionaryapi.dev/api/v2/entries/en/should
1569,shoulder,"(""The part of an animal's body between the base of the neck and forearm socket."",)",https://api.dictionaryapi.dev/api/v2/entries/en/shoulder
1570,shout,,https://api.dictionaryapi.dev/api/v2/entries/en/shout
1571,show,"('A play, dance, or other entertainment.',)",https://api.dictionaryapi.dev/api/v2/entries/en/show
1572,shower,"('A brief fall of precipitation (spell of rain, or a similar fall of snow, sleet, or cascade).',)",https://api.dictionaryapi.dev/api/v2/entries/en/shower
1573,shut,"('Closed, shut.',)",https://api.dictionaryapi.dev/api/v2/entries/en/shut
1574,sick,"('Sick people in general as a group.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sick
1575,side,"('A bounding straight edge of a two-dimensional shape.',)",https://api.dictionaryapi.dev/api/v2/entries/en/side
1576,sight,"('(in the singular) The ability to see.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sight
1577,sign,,https://api.dictionaryapi.dev/api/v2/entries/en/sign
1578,signal,,https://api.dictionaryapi.dev/api/v2/entries/en/signal
1579,significance,"('The extent to which something matters; importance',)",https://api.dictionaryapi.dev/api/v2/entries/en/significance
1580,significant,"('That which has significance; a sign; a token; a symbol.',)",https://api.dictionaryapi.dev/api/v2/entries/en/significant
1581,silence,"('The absence of any sound.',)",https://api.dictionaryapi.dev/api/v2/entries/en/silence
1582,silver,,https://api.dictionaryapi.dev/api/v2/entries/en/silver
1583,similar,,https://api.dictionaryapi.dev/api/v2/entries/en/similar
1584,similarly,,https://api.dictionaryapi.dev/api/v2/entries/en/similarly
1585,simple,"('A herbal preparation made from one plant, as opposed to something made from more than one plant.',)",https://api.dictionaryapi.dev/api/v2/entries/en/simple
1586,simply,"('(manner) In a simple way or state; considered in or by itself; without addition; alone.',)",https://api.dictionaryapi.dev/api/v2/entries/en/simply
1587,since,,https://api.dictionaryapi.dev/api/v2/entries/en/since
1588,sing,"('A gathering at which people sing songs.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sing
1589,single,,https://api.dictionaryapi.dev/api/v2/entries/en/single
1590,sink,"('A basin used for holding water for washing.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sink
1591,sir,"('A man of a higher rank or position.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sir
1592,sister,"('A daughter of the same parents as another person; a female sibling.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sister
1593,sit,"('Subsidence of the roof of a coal mine.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sit
1594,site,"('Sorrow, grief.',)",https://api.dictionaryapi.dev/api/v2/entries/en/site
1595,situation,"('The combination of circumstances at a given moment; a state of affairs.',)",https://api.dictionaryapi.dev/api/v2/entries/en/situation
1596,six,"('The digit or figure 6.',)",https://api.dictionaryapi.dev/api/v2/entries/en/six
1597,size,"('(obsolete outside dialectal) An assize.',)",https://api.dictionaryapi.dev/api/v2/entries/en/size
1598,skill,"('Capacity to do something well; technique, ability. Skills are usually acquired or learned, as opposed to abilities, which are often thought of as innate.',)",https://api.dictionaryapi.dev/api/v2/entries/en/skill
1599,skin,"('The outer protective layer of the body of any animal, including of a human.',)",https://api.dictionaryapi.dev/api/v2/entries/en/skin
1600,sky,"('The atmosphere above a given point, especially as visible from the ground during the day.',)",https://api.dictionaryapi.dev/api/v2/entries/en/sky
1601,slave,"(""A person who is held in servitude as the property of another person, and whose labor (and often also whose body and life) is subject to the owner's volition and control."",)",https://api.dictionaryapi.dev/api/v2/entries/en/slave
1602,sleep,,https://api.dictionaryapi.dev/api/v2/entries/en/sleep
1603,slice,,https://api.dictionaryapi.dev/api/v2/entries/en/slice
1604,slide,"('An item of play equipment that children can climb up and then slide down again.',)",https://api.dictionaryapi.dev/api/v2/entries/en/slide
1605,slight,"('The act of slighting; a deliberate act of neglect or discourtesy.',)",https://api.dictionaryapi.dev/api/v2/entries/en/slight
1606,slightly,,https://api.dictionaryapi.dev/api/v2/entries/en/slightly
1607,slip,"('A thin, slippery mix of clay and water.',)",https://api.dictionaryapi.dev/api/v2/entries/en/slip
1608,slow,"('Someone who is slow; a sluggard.',)",https://api.dictionaryapi.dev/api/v2/entries/en/slow
1609,small,"('Any part of something that is smaller or slimmer than the rest, now usually with anatomical reference to the back.',)",https://api.dictionaryapi.dev/api/v2/entries/en/small
1610,smart,,https://api.dictionaryapi.dev/api/v2/entries/en/smart
1611,smell,"('A sensation, pleasant or unpleasant, detected by inhaling air (or, the case of water-breathing animals, water) carrying airborne molecules of a substance.',)",https://api.dictionaryapi.dev/api/v2/entries/en/smell
1612,smile,"(""A facial expression comprised by flexing the muscles of both ends of one's mouth, often showing the front teeth, without vocalisation, and in humans is a common involuntary or voluntary expression of happiness, pleasure, amusement or anxiety."",)",https://api.dictionaryapi.dev/api/v2/entries/en/smile
1613,smoke,"('The visible vapor/vapour, gases, and fine particles given off by burning or smoldering material.',)",https://api.dictionaryapi.dev/api/v2/entries/en/smoke
1614,smooth,"('Something that is smooth, or that goes smoothly and easily.',)",https://api.dictionaryapi.dev/api/v2/entries/en/smooth
1615,so,"('True, accurate.',)",https://api.dictionaryapi.dev/api/v2/entries/en/so
1616,social,"('A festive gathering to foster introductions.',)",https://api.dictionaryapi.dev/api/v2/entries/en/social
1617,society,,https://api.dictionaryapi.dev/api/v2/entries/en/society
1618,soft,"('A soft or foolish person; an idiot.',)",https://api.dictionaryapi.dev/api/v2/entries/en/soft
1619,software,"('Encoded computer instructions, usually modifiable (unless stored in some form of unalterable memory such as ROM).',)",https://api.dictionaryapi.dev/api/v2/entries/en/software
1620,soil,"('A mixture of mineral particles and organic material, used to support plant growth.',)",https://api.dictionaryapi.dev/api/v2/entries/en/soil
1621,solar,"('Of or pertaining to the sun; proceeding from the sun',)",https://api.dictionaryapi.dev/api/v2/entries/en/solar
1622,soldier,"('A member of an army, of any rank.',)",https://api.dictionaryapi.dev/api/v2/entries/en/soldier
1623,solid,"('A substance in the fundamental state of matter that retains its size and shape without need of a container (as opposed to a liquid or gas).',)",https://api.dictionaryapi.dev/api/v2/entries/en/solid
1624,solution,,https://api.dictionaryapi.dev/api/v2/entries/en/solution
1625,solve,,https://api.dictionaryapi.dev/api/v2/entries/en/solve
